MAE,RMSE,R2,model
2.3453636847566637,7.044774758677279,0.8567457662837158,rf
2.935257704892235,8.672211335173499,0.782913434732388,hgb
4.522186275133962,10.167249274623055,0.7016128030268708,ridge
